director_name,actor_1_name,actor_2_name,actor_3_name,title_year,movie_title,genres,comb
Richard Benjamin,Jon Lovitz,Alyson Hannigan,Tony Jay,1988.0,my stepmother is an alien,Comedy Romance Sci-Fi,Jon Lovitz Alyson Hannigan Tony Jay Richard Benjamin Comedy Romance Sci-Fi
Jonathan Demme,Denzel Washington,Tom Hanks,Jason Robards,1993.0,philadelphia,Drama,Denzel Washington Tom Hanks Jason Robards Jonathan Demme Drama
Josef Rusnak,Gretchen Mol,Craig Bierko,Brad William Henke,1999.0,the thirteenth floor,Mystery Sci-Fi Thriller,Gretchen Mol Craig Bierko Brad William Henke Josef Rusnak Mystery Sci-Fi Thriller
Lance Rivera,Farrah Fawcett,Vincent Pastore,Jenifer Lewis,2004.0,the cookout,Comedy,Farrah Fawcett Vincent Pastore Jenifer Lewis Lance Rivera Comedy
Ronald Neame,Martin Landau,Karl Malden,Brian Keith,1979.0,meteor,Action Drama Sci-Fi Thriller,Martin Landau Karl Malden Brian Keith Ronald Neame Action Drama Sci-Fi Thriller
Bruce Paltrow,Lochlyn Munro,Marian Seldes,Huey Lewis,2000.0,duets,Comedy Drama Music,Lochlyn Munro Marian Seldes Huey Lewis Bruce Paltrow Comedy Drama Music
Woody Allen,Woody Allen,Debra Messing,Treat Williams,2002.0,hollywood ending,Comedy Romance,Woody Allen Debra Messing Treat Williams Woody Allen Comedy Romance
Adam Rifkin,Natasha Lyonne,Lin Shaye,Shannon Tweed,1999.0,detroit rock city,Comedy Music,Natasha Lyonne Lin Shaye Shannon Tweed Adam Rifkin Comedy Music
Russell Mulcahy,Christopher Lambert,Jon Polito,Celia Imrie,1986.0,highlander,Action Adventure Fantasy,Christopher Lambert Jon Polito Celia Imrie Russell Mulcahy Action Adventure Fantasy
Susanne Bier,Alison Lohman,Omar Benson Miller,Robin Weigert,2007.0,things we lost in the fire,Drama,Alison Lohman Omar Benson Miller Robin Weigert Susanne Bier Drama
Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper,1997.0,steel,Action Crime Sci-Fi,Charles Napier Annabeth Gish Hill Harper Kenneth Johnson Action Crime Sci-Fi
James Gray,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,2013.0,the immigrant,Drama Romance,Jeremy Renner Dagmara Dominczyk Angela Sarafyan James Gray Drama Romance
James Ivory,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,2005.0,the white countess,Drama History Romance War,Vanessa Redgrave Natasha Richardson Lynn Redgrave James Ivory Drama History Romance War
Jessy Terrero,Mo'Nique,Snoop Dogg,Tom Arnold,2004.0,soul plane,Comedy,Mo'Nique Snoop Dogg Tom Arnold Jessy Terrero Comedy
Dany Boon,Dany Boon,Kad Merad,Michel Galabru,2008.0,welcome to the sticks,Comedy Romance,Dany Boon Kad Merad Michel Galabru Dany Boon Comedy Romance
Vicente Amorim,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,2008.0,good,Drama Romance War,Viggo Mortensen Jodie Whittaker Steven Mackintosh Vicente Amorim Drama Romance War
Gaspar Noé,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,2009.0,enter the void,Drama Fantasy,Paz de la Huerta Emily Alyn Lind Olly Alexander Gaspar Noé Drama Fantasy
Lasse Hallström,Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen,2009.0,hachi: a dog's tale,Drama Family,Cary-Hiroyuki Tagawa Sarah Roemer Joan Allen Lasse Hallström Drama Family
Jérôme Salle,Orlando Bloom,Tanya van Graan,Conrad Kemp,2013.0,zulu,Crime Drama Thriller,Orlando Bloom Tanya van Graan Conrad Kemp Jérôme Salle Crime Drama Thriller
Tommy Lee Jones,Barry Corbin,Tim Blake Nelson,Miranda Otto,2014.0,the homesman,Drama Western,Barry Corbin Tim Blake Nelson Miranda Otto Tommy Lee Jones Drama Western
Jesse Vaughan,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,2002.0,juwanna mann,Comedy Drama Romance Sport,Vivica A. Fox Jenifer Lewis Kevin Pollak Jesse Vaughan Comedy Drama Romance Sport
unknown,Steven Van Zandt,Trond Fausa,Tommy Karlsen,unknown,lilyhammer            ,Comedy Crime Drama,Steven Van Zandt Trond Fausa Tommy Karlsen unknown Comedy Crime Drama
Atom Egoyan,David Alpay,Marie-Josée Croze,Charles Aznavour,2002.0,ararat,Drama War,David Alpay Marie-Josée Croze Charles Aznavour Atom Egoyan Drama War
William Bindley,Bruce Dern,Jake Lloyd,William Shockley,2001.0,madison,Drama Sport,Bruce Dern Jake Lloyd William Shockley William Bindley Drama Sport
Wayne Beach,Mekhi Phifer,LL Cool J,Fisher Stevens,2005.0,slow burn,Drama Mystery Thriller,Mekhi Phifer LL Cool J Fisher Stevens Wayne Beach Drama Mystery Thriller
Gérard Krawczyk,Carole Bouquet,Ryôko Hirosue,Michel Muller,2001.0,wasabi,Action Comedy Crime Drama Thriller,Carole Bouquet Ryôko Hirosue Michel Muller Gérard Krawczyk Action Comedy Crime Drama Thriller
James Gunn,Dustin Milligan,Gregg Henry,Tania Saulnier,2006.0,slither,Comedy Horror Sci-Fi,Dustin Milligan Gregg Henry Tania Saulnier James Gunn Comedy Horror Sci-Fi
Martin Brest,Judge Reinhold,Ronny Cox,James Russo,1984.0,beverly hills cop,Action Comedy Crime,Judge Reinhold Ronny Cox James Russo Martin Brest Action Comedy Crime
Chris Columbus,Macaulay Culkin,Devin Ratray,Catherine O'Hara,1990.0,home alone,Comedy Family,Macaulay Culkin Devin Ratray Catherine O'Hara Chris Columbus Comedy Family
Leonard Nimoy,Tom Selleck,Ted Danson,Steve Guttenberg,1987.0,3 men and a baby,Comedy Drama Family,Tom Selleck Ted Danson Steve Guttenberg Leonard Nimoy Comedy Drama Family
Sydney Pollack,Bill Murray,Sydney Pollack,Teri Garr,1982.0,tootsie,Comedy Drama Romance,Bill Murray Sydney Pollack Teri Garr Sydney Pollack Comedy Drama Romance
Tony Scott,Tom Cruise,Tom Skerritt,Adrian Pasdar,1986.0,top gun,Action Drama Romance,Tom Cruise Tom Skerritt Adrian Pasdar Tony Scott Action Drama Romance
Ang Lee,Chen Chang,Pei-Pei Cheng,Sihung Lung,2000.0,"crouching tiger, hidden dragon",Action Drama Romance,Chen Chang Pei-Pei Cheng Sihung Lung Ang Lee Action Drama Romance
Sam Mendes,Kevin Spacey,Peter Gallagher,Ara Celi,1999.0,american beauty,Drama,Kevin Spacey Peter Gallagher Ara Celi Sam Mendes Drama
Tom Hooper,Colin Firth,Jennifer Ehle,Derek Jacobi,2010.0,the king's speech,Biography Drama History Romance,Colin Firth Jennifer Ehle Derek Jacobi Tom Hooper Biography Drama History Romance
Ivan Reitman,Kelly Preston,Tony Jay,Hugh O'Brian,1988.0,twins,Comedy Crime,Kelly Preston Tony Jay Hugh O'Brian Ivan Reitman Comedy Crime
unknown,Bex Taylor-Klaus,Bobby Campo,Jason Wiles,unknown,scream: the tv series            ,Crime Drama Horror Mystery Thriller,Bex Taylor-Klaus Bobby Campo Jason Wiles unknown Crime Drama Horror Mystery Thriller
Udayan Prasad,Kristen Stewart,Eddie Redmayne,William Hurt,2008.0,the yellow handkerchief,Drama Romance,Kristen Stewart Eddie Redmayne William Hurt Udayan Prasad Drama Romance
Steven Spielberg,Oprah Winfrey,Rae Dawn Chong,Dana Ivey,1985.0,the color purple,Drama,Oprah Winfrey Rae Dawn Chong Dana Ivey Steven Spielberg Drama
JK Youn,Nicole Dionne,Ji-won Ha,Kyung-gu Sol,2009.0,tidal wave,Action Comedy Drama Thriller,Nicole Dionne Ji-won Ha Kyung-gu Sol JK Youn Action Comedy Drama Thriller
Morten Tyldum,Benedict Cumberbatch,Rory Kinnear,Allen Leech,2014.0,the imitation game,Biography Drama Thriller War,Benedict Cumberbatch Rory Kinnear Allen Leech Morten Tyldum Biography Drama Thriller War
Howard Zieff,Eileen Brennan,Albert Brooks,Alan Oppenheimer,1980.0,private benjamin,Comedy War,Eileen Brennan Albert Brooks Alan Oppenheimer Howard Zieff Comedy War
Michael Apted,Sissy Spacek,Beverly D'Angelo,Levon Helm,1980.0,coal miner's daughter,Biography Drama Music Musical,Sissy Spacek Beverly D'Angelo Levon Helm Michael Apted Biography Drama Music Musical
Thor Freudenthal,Chloë Grace Moretz,Zachary Gordon,Rachael Harris,2010.0,diary of a wimpy kid,Comedy Family,Chloë Grace Moretz Zachary Gordon Rachael Harris Thor Freudenthal Comedy Family
Andrés Muschietti,Javier Botet,Megan Charpentier,Isabelle Nélisse,2013.0,mama,Fantasy Horror,Javier Botet Megan Charpentier Isabelle Nélisse Andrés Muschietti Fantasy Horror
Harold Ramis,Beverly D'Angelo,Randy Quaid,Jane Krakowski,1983.0,national lampoon's vacation,Adventure Comedy,Beverly D'Angelo Randy Quaid Jane Krakowski Harold Ramis Adventure Comedy
Jeff Tremaine,Jackson Nicoll,Georgina Cates,Grasie Mercedes,2013.0,bad grandpa,Comedy,Jackson Nicoll Georgina Cates Grasie Mercedes Jeff Tremaine Comedy
Stephen Frears,Roger Allam,Sylvia Syms,Alex Jennings,2006.0,the queen,Biography Drama,Roger Allam Sylvia Syms Alex Jennings Stephen Frears Biography Drama
Tim Burton,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,1988.0,beetlejuice,Comedy Fantasy,Catherine O'Hara Jeffrey Jones Glenn Shadix Tim Burton Comedy Fantasy
Tyler Perry,Michael Jai White,Tasha Smith,Lamman Rucker,2007.0,why did i get married?,Comedy Drama,Michael Jai White Tasha Smith Lamman Rucker Tyler Perry Comedy Drama
Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz,1994.0,little women,Drama Family Romance,Christian Bale Kirsten Dunst Eric Stoltz Gillian Armstrong Drama Family Romance
James Watkins,Daniel Radcliffe,Roger Allam,Jessica Raine,2012.0,the woman in black,Drama Fantasy Horror Thriller,Daniel Radcliffe Roger Allam Jessica Raine James Watkins Drama Fantasy Horror Thriller
Simon West,Madeline Carroll,Tessa Thompson,Brian Geraghty,2006.0,when a stranger calls,Horror Thriller,Madeline Carroll Tessa Thompson Brian Geraghty Simon West Horror Thriller
Michael Cimino,Robert De Niro,Meryl Streep,John Savage,1978.0,the deer hunter,Drama War,Robert De Niro Meryl Streep John Savage Michael Cimino Drama War
Barry Levinson,Robert De Niro,Kirsten Dunst,John Michael Higgins,1997.0,wag the dog,Comedy Drama,Robert De Niro Kirsten Dunst John Michael Higgins Barry Levinson Comedy Drama
Jim Fall,Clayton Snyder,Adam Lamberg,Alex Borstein,2003.0,the lizzie mcguire movie,Adventure Comedy Family Music Romance,Clayton Snyder Adam Lamberg Alex Borstein Jim Fall Adventure Comedy Family Music Romance
Michael Dougherty,Adam Scott,Conchata Ferrell,Allison Tolman,2015.0,krampus,Comedy Fantasy Horror,Adam Scott Conchata Ferrell Allison Tolman Michael Dougherty Comedy Fantasy Horror
Robert Rodriguez,Jordana Brewster,Salma Hayek,Clea DuVall,1998.0,the faculty,Horror Mystery Sci-Fi,Jordana Brewster Salma Hayek Clea DuVall Robert Rodriguez Horror Mystery Sci-Fi
Brian Gibson,Rae'Ven Kelly,Virginia Capers,Dororthy Thorton,1993.0,what's love got to do with it,Biography Drama Music,Rae'Ven Kelly Virginia Capers Dororthy Thorton Brian Gibson Biography Drama Music
James Mangold,Robert De Niro,Sylvester Stallone,Janeane Garofalo,1997.0,cop land,Crime Drama Thriller,Robert De Niro Sylvester Stallone Janeane Garofalo James Mangold Crime Drama Thriller
Joel Gallen,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,2001.0,not another teen movie,Comedy,Chris Evans JoAnna Garcia Swisher Mia Kirshner Joel Gallen Comedy
David Ayer,Jake Gyllenhaal,Anna Kendrick,America Ferrera,2012.0,end of watch,Crime Drama Thriller,Jake Gyllenhaal Anna Kendrick America Ferrera David Ayer Crime Drama Thriller
Cameron Crowe,Emma Stone,Bradley Cooper,Bill Murray,2015.0,aloha,Comedy Drama Romance,Emma Stone Bradley Cooper Bill Murray Cameron Crowe Comedy Drama Romance
Rob Cohen,Paul Walker,Leslie Bibb,William Petersen,2000.0,the skulls,Action Crime Drama Thriller,Paul Walker Leslie Bibb William Petersen Rob Cohen Action Crime Drama Thriller
James Marsh,Eddie Redmayne,Emily Watson,Simon McBurney,2014.0,the theory of everything,Biography Drama Romance,Eddie Redmayne Emily Watson Simon McBurney James Marsh Biography Drama Romance
John Whitesell,Greg Grunberg,Regina Hall,Blair Underwood,2003.0,malibu's most wanted,Comedy Crime,Greg Grunberg Regina Hall Blair Underwood John Whitesell Comedy Crime
Matt Williams,Natalie Portman,James Frain,Stockard Channing,2000.0,where the heart is,Comedy Drama Romance,Natalie Portman James Frain Stockard Channing Matt Williams Comedy Drama Romance
David Lean,Claude Rains,José Ferrer,Jack Hawkins,1962.0,lawrence of arabia,Adventure Biography Drama History War,Claude Rains José Ferrer Jack Hawkins David Lean Adventure Biography Drama History War
Jean-Marc Vallée,Michiel Huisman,Kevin Rankin,Gaby Hoffmann,2014.0,wild,Adventure Biography Drama,Michiel Huisman Kevin Rankin Gaby Hoffmann Jean-Marc Vallée Adventure Biography Drama
Clare Kilner,Jack Davenport,Debra Messing,Holland Taylor,2005.0,the wedding date,Comedy Romance,Jack Davenport Debra Messing Holland Taylor Clare Kilner Comedy Romance
Rick Rosenthal,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,2002.0,halloween: resurrection,Comedy Horror Thriller,Jamie Lee Curtis Thomas Ian Nicholas Bianca Kajlich Rick Rosenthal Comedy Horror Thriller
Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,2010.0,clash of the titans,Action Adventure Fantasy,Liam Neeson Jason Flemyng Alexa Davalos Louis Leterrier Action Adventure Fantasy
Rob Reiner,Robin Wright,Carol Kane,André the Giant,1987.0,the princess bride,Adventure Family Fantasy Romance,Robin Wright Carol Kane André the Giant Rob Reiner Adventure Family Fantasy Romance
Denzel Washington,Denzel Washington,Jurnee Smollett-Bell,John Heard,2007.0,the great debaters,Biography Drama,Denzel Washington Jurnee Smollett-Bell John Heard Denzel Washington Biography Drama
Nicolas Winding Refn,Ryan Gosling,Albert Brooks,Russ Tamblyn,2011.0,drive,Crime Drama,Ryan Gosling Albert Brooks Russ Tamblyn Nicolas Winding Refn Crime Drama
Sara Sugarman,Adam Garcia,Carol Kane,Glenne Headly,2004.0,confessions of a teenage drama queen,Comedy Family Music Romance,Adam Garcia Carol Kane Glenne Headly Sara Sugarman Comedy Family Music Romance
Nicholas Hytner,Liam Aiken,Tim Daly,Kali Rocha,1998.0,the object of my affection,Comedy Drama Romance,Liam Aiken Tim Daly Kali Rocha Nicholas Hytner Comedy Drama Romance
Juan Carlos Fresnadillo,Jeremy Renner,Harold Perrineau,Catherine McCormack,2007.0,28 weeks later,Drama Horror Sci-Fi,Jeremy Renner Harold Perrineau Catherine McCormack Juan Carlos Fresnadillo Drama Horror Sci-Fi
Thomas Carter,Jessie T. Usher,Matthew Daddario,Ser'Darius Blain,2014.0,when the game stands tall,Drama Family Sport,Jessie T. Usher Matthew Daddario Ser'Darius Blain Thomas Carter Drama Family Sport
Wayne Wang,Cicely Tyson,Luke Benward,Eva Marie Saint,2005.0,because of winn-dixie,Comedy Drama Family,Cicely Tyson Luke Benward Eva Marie Saint Wayne Wang Comedy Drama Family
Gina Prince-Bythewood,Alfre Woodard,Sanaa Lathan,Omar Epps,2000.0,love & basketball,Drama Romance Sport,Alfre Woodard Sanaa Lathan Omar Epps Gina Prince-Bythewood Drama Romance Sport
George Armitage,Minnie Driver,Michael Cudlitz,Mitchell Ryan,1997.0,grosse pointe blank,Action Comedy Crime Romance Thriller,Minnie Driver Michael Cudlitz Mitchell Ryan George Armitage Action Comedy Crime Romance Thriller
Phil Traill,Bradley Cooper,Katy Mixon,Beth Grant,2009.0,all about steve,Comedy Romance,Bradley Cooper Katy Mixon Beth Grant Phil Traill Comedy Romance
Joe Berlinger,Kim Director,Erica Leerhsen,Kurt Loder,2000.0,book of shadows: blair witch 2,Adventure Fantasy Horror Mystery Thriller,Kim Director Erica Leerhsen Kurt Loder Joe Berlinger Adventure Fantasy Horror Mystery Thriller
Andrew Fleming,Christine Taylor,Rachel True,Brenda Strong,1996.0,the craft,Drama Fantasy Horror Thriller,Christine Taylor Rachel True Brenda Strong Andrew Fleming Drama Fantasy Horror Thriller
Woody Allen,Scarlett Johansson,Mark Gatiss,Penelope Wilton,2005.0,match point,Drama Romance Thriller,Scarlett Johansson Mark Gatiss Penelope Wilton Woody Allen Drama Romance Thriller
Elizabeth Allen Rosenbaum,Sierra McCormick,Hutch Dano,Jason Spevack,2010.0,ramona and beezus,Adventure Comedy Family Fantasy,Sierra McCormick Hutch Dano Jason Spevack Elizabeth Allen Rosenbaum Adventure Comedy Family Fantasy
James Ivory,Anthony Hopkins,Peter Vaughan,Ben Chaplin,1993.0,the remains of the day,Drama Romance,Anthony Hopkins Peter Vaughan Ben Chaplin James Ivory Drama Romance
Paul Thomas Anderson,Don Cheadle,Nicole Ari Parker,Nina Hartley,1997.0,boogie nights,Drama,Don Cheadle Nicole Ari Parker Nina Hartley Paul Thomas Anderson Drama
Robert Harmon,Kieran Culkin,Rosanna Arquette,Joss Ackland,1993.0,nowhere to run,Action Crime Drama Romance Thriller,Kieran Culkin Rosanna Arquette Joss Ackland Robert Harmon Action Crime Drama Romance Thriller
Michael Mayer,Alison Lohman,Danny Pino,Tim McGraw,2006.0,flicka,Adventure Drama Family,Alison Lohman Danny Pino Tim McGraw Michael Mayer Adventure Drama Family
Martin Weisz,Jeff Kober,Daniella Alonso,Jacob Vargas,2007.0,the hills have eyes ii,Horror,Jeff Kober Daniella Alonso Jacob Vargas Martin Weisz Horror
John Ottman,Loretta Devine,Joey Lawrence,Jacinda Barrett,2000.0,urban legends: final cut,Horror Mystery Thriller,Loretta Devine Joey Lawrence Jacinda Barrett John Ottman Horror Mystery Thriller
Jay Russell,William Hurt,Sissy Spacek,Jonathan Jackson,2002.0,tuck everlasting,Drama Family Fantasy Romance,William Hurt Sissy Spacek Jonathan Jackson Jay Russell Drama Family Fantasy Romance
John Bonito,Kelly Carlson,Firass Dirani,Drew Powell,2006.0,the marine,Action Drama Thriller,Kelly Carlson Firass Dirani Drew Powell John Bonito Action Drama Thriller
Peter Atencio,Nia Long,Will Forte,Keegan-Michael Key,2016.0,keanu,Action Comedy,Nia Long Will Forte Keegan-Michael Key Peter Atencio Action Comedy
Shana Feste,Leighton Meester,Cinda McCain,Tim McGraw,2010.0,country strong,Drama Music,Leighton Meester Cinda McCain Tim McGraw Shana Feste Drama Music
David Nutter,Bruce Greenwood,Ethan Embry,Katharine Isabelle,1998.0,disturbing behavior,Horror Mystery Sci-Fi Thriller,Bruce Greenwood Ethan Embry Katharine Isabelle David Nutter Horror Mystery Sci-Fi Thriller
Derek Cianfrance,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,2012.0,the place beyond the pines,Crime Drama Thriller,Ryan Gosling Ben Mendelsohn Angelo Anthony Pizza Derek Cianfrance Crime Drama Thriller
Roger Donaldson,Luke Bracey,Akie Kotabe,Will Patton,2014.0,the november man,Action Crime Thriller,Luke Bracey Akie Kotabe Will Patton Roger Donaldson Action Crime Thriller
Stephan Elliott,Jason Priestley,Patrick Bergin,Geneviève Bujold,1999.0,eye of the beholder,Drama Mystery Thriller,Jason Priestley Patrick Bergin Geneviève Bujold Stephan Elliott Drama Mystery Thriller
Kathryn Bigelow,Jeremy Renner,Christian Camargo,Brian Geraghty,2008.0,the hurt locker,Drama History Thriller War,Jeremy Renner Christian Camargo Brian Geraghty Kathryn Bigelow Drama History Thriller War
Mark L. Lester,Heather Locklear,George C. Scott,David Keith,1984.0,firestarter,Action Horror Sci-Fi Thriller,Heather Locklear George C. Scott David Keith Mark L. Lester Action Horror Sci-Fi Thriller
Andrew Dominik,Brad Pitt,Sam Shepard,Ben Mendelsohn,2012.0,killing them softly,Crime Thriller,Brad Pitt Sam Shepard Ben Mendelsohn Andrew Dominik Crime Thriller
Anton Corbijn,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi,2014.0,a most wanted man,Crime Drama Thriller,Philip Seymour Hoffman Nina Hoss Homayoun Ershadi Anton Corbijn Crime Drama Thriller
Tom Green,Rip Torn,Harland Williams,Eddie Kaye Thomas,2001.0,freddy got fingered,Comedy,Rip Torn Harland Williams Eddie Kaye Thomas Tom Green Comedy
Mike Nawrocki,Yuri Lowenthal,Cam Clarke,Phil Vischer,2008.0,the pirates who don't do anything: a veggietales movie,Adventure Animation Comedy Family,Yuri Lowenthal Cam Clarke Phil Vischer Mike Nawrocki Adventure Animation Comedy Family
Catherine Owens,Bono,The Edge,Larry Mullen Jr.,2007.0,u2 3d,Documentary Music,Bono The Edge Larry Mullen Jr. Catherine Owens Documentary Music
Douglas Aarniokoski,Christopher Lambert,Adrian Paul,Adam Copeland,2000.0,highlander: endgame,Action Adventure Fantasy Sci-Fi,Christopher Lambert Adrian Paul Adam Copeland Douglas Aarniokoski Action Adventure Fantasy Sci-Fi
Bryan Barber,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,2006.0,idlewild,Crime Drama Musical Romance,Cicely Tyson Faizon Love Bobb'e J. Thompson Bryan Barber Crime Drama Musical Romance
Lone Scherfig,Anne Hathaway,Jim Sturgess,Rafe Spall,2011.0,one day,Drama Romance,Anne Hathaway Jim Sturgess Rafe Spall Lone Scherfig Drama Romance
Drew Barrymore,Daniel Stern,Jimmy Fallon,Alia Shawkat,2009.0,whip it,Drama Sport,Daniel Stern Jimmy Fallon Alia Shawkat Drew Barrymore Drama Sport
